symbol	Ratio L/H normalized S1.1	Ratio L/H normalized S1.2	Ratio L/H normalized S1.3	Ratio L/H normalized S1.4	Ratio L/H normalized S1.W	Ratio L/H normalized S1.X	Ratio L/H normalized S1.Y	Ratio L/H normalized S1.Z	Ratio L/H normalized S2.1	Ratio L/H normalized S2.2	Ratio L/H normalized S2.3	Ratio L/H normalized S2.4	Ratio L/H normalized S2.W	Ratio L/H normalized S2.X	Ratio L/H normalized S2.Y	Ratio L/H normalized S2.Z	Ratio L/H normalized S3.1	Ratio L/H normalized S3.2	Ratio L/H normalized S3.3	Ratio L/H normalized S3.4	Ratio L/H normalized S3.W	Ratio L/H normalized S3.X	Ratio L/H normalized S3.Y	Ratio L/H normalized S3.Z	Ratio L/H normalized S4.1	Ratio L/H normalized S4.2	Ratio L/H normalized S4.3	Ratio L/H normalized S4.4	Ratio L/H normalized S4.W	Ratio L/H normalized S4.X	Ratio L/H normalized S4.Y	Ratio L/H normalized S4.Z	Ratio L/H normalized S8.1	Ratio L/H normalized S8.2	Ratio L/H normalized S8.3	Ratio L/H normalized S8.4	Ratio L/H normalized S8.W	Ratio L/H normalized S8.X	Ratio L/H normalized S8.Y	Ratio L/H normalized S8.Z	Ratio L/H normalized S9.1	Ratio L/H normalized S9.2	Ratio L/H normalized S9.3	Ratio L/H normalized S9.4	Ratio L/H normalized S9.W	Ratio L/H normalized S9.X	Ratio L/H normalized S9.Y	Ratio L/H normalized S9.Z
SAFB2	0.971345313	1.016353122	0.822706705	1.261845575	1.202631357	1.207860758	0.917515368	0.86918731	0.35928574	0.395522683	0.428779693	0.400464539	0.423800644	0.483115126	0.462812977	0.443301711	2.123908842	2.233588707	1.449968826	1.131055388	0.820748523	0.786658276	0.747384155	0.641930928	1.266833044	1.235818977	0.871839582	0.817929004	0.845451471	1.040474456	1.018288461	1.014126786	1.176539796	1.254705144	0.985901607	0.971817298	0.761266748	0.734591934	0.767518612	0.77309625	0.955018623	0.756887678	0.819134993	0.979048365	0.768167153	0.916086479	0.955748829	0.904568069
SAMHD1																	1.704245275	1.230118214	1.505411956			1.336308848	1.343508169				0.63123343																					
SAP18		1.987320893	1.85089213	1.644358207	1.423244428	1.526461205	1.593041594	1.408569738										1.007841003									1.633800056	1.397780325		1.199184555		1.022662194	1.950154062				3.7578445		3.504468197	4.160945367	1.41191088		2.522831626	1.505094746	1.613345595	2.16398693	2.393489708	1.601281025
SAP30BP	1.114578689	1.067099198	0.853752241	0.896057348	0.88542589	0.898876404	0.767165324	0.788332676	0.564493367	0.594388968	0.694830461	0.562841222	0.60979328	0.639795266	0.475963827	0.580753818	1.695375017			0.920047842		0.975134081	0.434461485	0.527899488		1.075962987	0.788830165	0.819806526	0.958037938	1.09626284	0.916590284	0.891503967	1.21131367	1.100231049	1.027675296	1.096876097	0.945894816	0.841396719	0.834376304	0.911909539	0.899199712	0.888415068	0.815394651	0.950299344	0.890789239	0.819940964	0.826856292	0.861994656
SAR1A																											1.191625258							1.1888486		1.413347655	4.131548504		3.60113796	4.258218361							4.290372404	
SARG									0.704126179	0.663922454	0.903260771	0.920979923	0.63000063	0.578804191	0.883704489	0.897827258																0.942595909									3.002011348	2.623776664	2.47445129	3.280839895	2.018489363	1.941069141	1.100376329	1.263966834
SARNP	0.795544948	0.838926174	0.77887686	0.937646507	1.025735709	0.9731413	0.853606487	1.01342792	0.59403588	0.491521258	0.58630394	0.571167466	0.553158535	0.840265524	0.706613906	0.709270161	1.499115522	2.208236723	1.477759716	1.206447254	1.142243595	1.115946881	0.454194486	0.638691959	0.826446281	1.010203051	0.721656924	0.625978091	0.954380607	1.018444021	0.905961225	0.854043898	0.952471664	0.91374269	0.81300813	0.922594335	0.697155605	0.662910176	0.727696114	0.70318543	0.998203234	0.986679822	0.92945441	0.99930049	1.050221597	1.08477518	1.060681594	1.091047952
SARS	1.118843563	1.071007818	1.627816122	1.141383128	1.018910988	1.168183358	1.692620176	1.466705779									0.752728641	0.916254352	1.195857549	1.213798461	1.124340855	1.192307234	1.111592801	1.204398463	0.993739442	0.702345835	1.078446175	0.98367106		0.71438777	0.842176183	1.275982187	0.583158386		1.429531257	0.735294118	2.267368039	3.712365891	2.467856173	3.125879154			2.903600465					
SART1	0.991768323	1.100715465	1.063128575	1.153642048	1.423669936	1.242112585	1.290622338	1.283664091	0.744934446	0.761035008	0.816593173	0.75454614	0.792141952	0.814199642	0.684509549	0.695991091	1.918023668	2.391429118	1.378055839	1.088790898	1.070686738	1.245655775	0.45508328	0.474495848	0.910663874	1.103618766	0.839701066	0.659022011	0.93057882	0.970120295	0.852514919	0.732761779	1.031576558	1.071891782	0.995321987	1.152047188	0.90966979	0.931966449	0.951112802	0.932661817	0.950479992	0.827335153	0.850267834	0.968054211	0.926955877	0.976085896	0.941885655	0.98367106
SART3	0.747440018	0.819067901	0.783269366	0.701459035	1.022014186	0.88245676	1.084669284	0.923787529	0.633031588		1.251564456	0.844880027	0.592979127		3.941508021	3.335779572	1.168374441	1.033976467	1.207554461	1.003371328	0.856824608	1.013797788	0.881290209	0.893176134			0.613308801	0.584761125	0.998203234			0.821557673	0.846310088	0.883392226	0.910663874	0.93676815	1.349181721	1.513683701	1.404376036	1.397467788	1.078132244	1.199803232	1.266833044	1.023876807	1.080321936	1.091036048	1.121667246	0.968898363
SASH1											0.618850176		0.550206327	0.730940721		0.532453011																																
SBDS																					1.358584898	0.986485153	1.007617589	0.990589401																								
SCAF1	0.488591391	0.65535094	0.462684495	0.471942989		0.638610384	0.48768593	0.528262018	0.562682872	0.547555166	0.628061801	0.481927711	0.608383525	0.665247472	0.604594921	0.763242253					1.183487976					0.658544616	0.512242598		0.663790242	0.890630566	0.766577233	0.827540549	1.076449439	0.953652489		0.931619154		1.205167759	1.115150434		0.780883961	0.719683339	0.837310558	0.787835815	0.8200082	0.760977095	0.881756459	0.857118368
SCAF11	1.244121526	1.410198556	1.191071726	1.30118538	1.350676013	1.574431237	1.748098942	1.259572753	0.889679715	0.886210564	0.814663951	0.77778642	0.89134504	0.939937964	0.597193192	0.620616893	1.99588847	1.847472657	1.256676092	1.429183936	1.377353553	1.313542624	0.585960389	0.802825947	1.050640891	1.235651003	0.842743974	0.721240534	1.138213233	1.201460977	1.018101851	0.904568069	1.653384478	1.454862879	1.429592566	1.610280028	1.109250036	1.210419289	1.142021835	1.095110332	1.259271386	1.037828862	0.969555943	1.063365979	1.169631683	1.184890279	0.908760451	0.932227091
SCAF4	0.732815477	0.92284976	0.729927007	0.881678716	0.896539358				0.86281277	0.973994351	1.107113202	1.114988794	1.039274171	1.070457514	1.327985976	1.345188932		1.377201801		0.989119683					1.037043182	1.454862879	0.701557458	0.910663874	1.117293468	1.191497474	1.335060011	1.299883011	1.465072668	1.294180072	1.325873087	1.410297996	1.419043565	1.707650273	2.146982416	1.11652003	1.335594941	1.134442818	1.144531429	1.069690325	1.019919018	0.909752547	0.914327512	0.91937115
SCAF8	0.687285223				0.488376636	0.769822941	0.429645542			1.336058893								0.631512472				0.707263597			0.708918191		0.760745531						1.043579896								0.631672036	0.5898661	0.542711386	0.588581519	0.55700997	0.557165144	0.494584302	0.543094553
SCAMP1											0.975895384				1.360026113	1.469486121		0.773933906																	1.363735544	1.420858198												
SCAMP3	0.851281178	0.827403607			0.812809884		0.827266711		0.777604977	0.862366333	0.813140348		0.426748602	0.712809181	1.979531643										1.313801485	1.351881143	1.041243661		1.915451951	1.962400408		1.275868228					1.520912548		1.013808066	0.76057195		1.642683488	1.413767266	1.39207907	1.258954313	1.096671602		
SCARB2									0.897021887	1.040106507	1.082227657	1.399834819	0.919963201	0.88051422	2.035872066	1.958480219																		1.367670993	1.854805802	1.623402977		2.461659651			0.781799703	0.654107797	1.192065611	0.900738606	0.945268929	1.095254263	1.356704835	
SCD5															0.774773379	0.730833881	0.91937115				1.007211635		0.549541133	0.807754443		2.656959906		1.818975553		1.104386624							1.162885351											
SCEL	3.873866894								0.277215646	0.319223648	0.327267967	0.334672021	0.32615786	0.319611353	0.33284516	0.275337977									1.404139403		1.045948518	0.911161731	0.830220008	1.257576901	0.795671547	0.766400981										0.276456928						
SCFD1																				1.144570729	1.088222171		1.394116827	1.147078391	1.025367594		1.167610485					1.029484434																
SCOC				1.003290794	1.041287031	1.114864488		1.069793316	1.121478557	1.195485845	1.16077958	0.781127949	1.435029059	1.237792274	0.770534751	0.826514588				1.014373675	1.094439155	1.010499085	0.455663902	0.404809132	1.165256706	1.158292214	0.899928006	0.821625175	1.320602723	1.50606946	1.167201634	1.033207282									1.233471482	1.23379107	1.227144435	1.215170185	1.135499109	1.102596615	0.965530559	1.132323301
SCP2	1.367035311	1.206156221	1.083541012	1.052432171	0.926698174	1.147907938	0.772439364	0.879507476									1.184244807	1.132015667	1.217685667	1.12218332	0.994233446	0.934928945	1.023153974	0.900333123	0.591226203	0.560758145	0.594000594	0.597943076	0.625703917	0.801988933	0.91000091	0.883782589	0.594282998	0.599952004	0.622354991	0.524411348	0.741839763	0.673491379	0.575340889	0.666311301	0.497092012	0.496598302	0.627864632	0.617741537	0.512006554	0.575043128	0.658111221	0.830288941
SCRIB	1.2079483	1.103241323	0.856898029	0.84623847	1.02945264	0.945984297	0.783085356	0.82822594	0.852224305	0.952653139	1.145488494	1.116956517	0.81366965	0.910415149	1.379063065	1.395985147	0.988826263	1.488006666	1.266800948	0.938967136	0.823655383	0.959785008	1.005085734	0.978090767	0.859845228	0.900252071	0.878425861	0.89968511	0.880204207	0.732708089	0.936241925	0.892140244	0.668851582	0.786782061	1.008491498	1.176996775	1.37562935	1.642683488	1.364312318	1.149187524	1.06426002	1.041460544	1.126709782	1.014229642	0.960061444	0.803923145	0.920810313	0.771366862
SCRN1																	0.55285272	0.771366862	0.748502994	0.743660296	0.849473327	0.901063255	0.661288189	0.776699029	0.757174226	0.789141414	0.855505176	0.931792769	0.290495003	0.448068823	0.760629801	0.690655432													0.806907125	1.155441552	1.618961274	1.089312753
SDAD1																												0.805931657											1.12561909									
SDC1	1.571240023	1.37606473	1.030619712	1.17584808		1.449002362			0.769585963	0.776156473	1.141630705	0.992063492	0.937910336	0.873438728	0.886524823			2.235586059		1.736683976	1.210243501	1.295001295			2.168115691	2.397794029	1.75373985	1.723009063	1.829022936	1.875293015	1.675575141		4.046780786	4.951230381	3.978041213	4.288348557	3.1225605		4.201504138			2.063600157	1.958326806	2.124134415		1.495550737		1.581002672
SDC4			0.452488688				0.395538328		1.074864298	0.957854406	1.552602161	1.35105923	1.222060639	0.95712098	1.343905389	1.477061239	1.928119698	1.610124463	1.242822699	1.007313093	1.149663149	1.219884111	0.497314502	0.563570784	6.852131013			4.635638791	7.975117633		3.451965895	2.889588812		5.26149637	2.754213947		2.47249351				1.905269977	2.045952084		2.072109407	1.477890754	2.264338926	1.143850659	1.228516321
SDCBP																					1.076936332		0.998003992	1.077911439												1.894154639												
SDCBP																	0.907194049	1.339477068	1.778631521	1.298347204	1.138692781	1.070984878	0.923958237	0.9765625					0.962186087	1.242791808	1.778758071	1.371271855	1.554074005	1.760222492	2.32234092	2.508025682	1.524994663	1.64861434	1.807435791	2.333667826	1.175032901	0.960984048	1.046901173	0.961076406	0.955018623	0.948496633		1.417735876
SDE2	0.533931336		0.618467438	0.674036128	0.959508732	0.604083605	0.618735305	0.428485731									0.693096756	0.721604849	0.72337963						1.249781288								0.889125989	0.990785693			0.792518624				0.984058256				0.687805214	0.610612444		
SDF2L1			1.249437753	1.122120359		1.348453997															0.688183883										0.560726702	0.581395349					1.198954512										0.969555943	
SDF4	2.291213197	2.008838891	1.591267126	1.435626507	2.249769399	1.855494118	1.418761705	1.471194021	2.582377854	2.378686965	2.101988481	2.16155459	2.07378528	1.866995258	1.500510173	1.478371426	1.84808723	2.606814212	1.572005722	1.042361574	1.564896247	1.487829554	0.540774389	0.728013978	2.774079006	3.218228044	1.812415043	1.754724596	2.34483082	2.401536984	1.866960402	1.981218053	1.521977353	1.743253609	1.27503857	1.678359236	1.45024219	1.558214909	1.529847321	1.705553281	1.244198923	1.316205117	1.331823933	1.349564091	1.285380087	1.361544536	1.37606473	1.453953299
SDHA	0.692089418	0.798849656						0.966370313									0.91424392	0.821625175	0.799488327	1.122813321	0.945894816	0.920640766	1.050387068	1.029495033	0.865875833	0.612632482	1.060850378			0.494926998	0.618008776	1.098538943														2.10216523		
SDHAF2								2.189189781	2.250478227	1.902515125	3.351655718	3.091285666	2.520605954	2.154429507	6.137605106	5.700929251					1.064441275			0.562967967																	0.799232737			1.166507244			1.457747197	1.360211105
SDHB																	1.007942588	0.859623485	0.928160386	1.110962983	0.773514851	0.774773379									0.748895379	1.370726759						3.136762861										
SDPR																	2.478437593	2.670084375	1.409185068	1.177911798	1.308438117	1.484516493	0.395319418	0.438885232		1.092060719	0.697301443																					
SDSL																		1.12542907	1.092908119	1.275168641	1.293945628	1.011705432		1.005833836			1.297437561	1.327933072																				
SEC13																	1.124037543		0.994332306	1.100667004	1.02559895			1.070996348	0.968710646						0.907688118	0.871687587																
SEC16A	1.477257619	1.575572327	1.275819395	1.381043793	1.496378763	1.433959017	1.314008646	1.363475226	1.066700801	1.135512002	1.246976083	1.262530616	1.224244947	1.054841194	1.575026382	1.549402705	1.289058472	1.78919683	1.172924217	0.948766603	1.144924549	1.335042187	0.90065748	0.563570784	1.023834876	1.078865034	0.854189801	0.785792865	1.163548357	1.293109022	1.41023833	1.309980743	1.081876406	1.141135658	1.221045948	1.342552192	1.361525998	1.51098486	1.384427954	1.245764401	1.224829749	1.176207671	1.203659124	1.10570544	1.156697859	1.03226872	1.000690476	1.063490375
SEC22B																	0.704523038	0.61671292	0.960984048	0.972195217	0.708717222	0.796114959	1.106500692	1.161683046	1.044877488	0.884486114	1.613527817	1.922189759	0.62976258	0.997705278	1.772452543	1.70998632																
SEC23A	1.165637021			1.171303075	1.113784193												0.850701829	0.802503812	0.845737483	1.044997597	0.969649956	0.962093515	1.328903654	1.27029293	0.790263948			1.266865142		0.583941606	1.007556675							4.582741396	3.215951118									
SEC23B																	0.962649211	0.741399763	0.879275477	1.048086195	1.089170379	1.041634116	1.31830466	1.282692628	1.103886785	0.885112409	1.151941021	1.211225639	0.643459237	0.746937556	0.80965104	1.187465118	0.43504742		2.044111936		3.438434824			3.59298649		1.983733386	5.95167242					1.817818255
SEC23IP																			0.895736295	0.958956655	0.952562393	0.969932105	0.994134606	0.999100809	1.007465318						0.70861678	0.825286787																
SEC24B					2.090126244												0.991866693		1.154881105	1.424278247	1.452158634	1.212077137	1.172649132	1.040344562								1.170823089				1.835401219		3.296413502		2.429602274						2.071937676		
SEC24C	1.651827747		1.500240038				2.068038466	2.059562549		1.489780108	3.085086691	2.999940001		1.200523428	14.31926227	13.92447365	1.01705603	1.02150263	1.039457819	1.048042257	1.068398897	1.14864632	1.383814901	1.235941169	0.952471664	0.922168941	1.014960518	1.138200278	0.379276341	0.808407437	1.082227657	1.390588497	0.69847035	0.963576797	1.172951733	1.038820731	2.047208631		1.964945375	2.059859518	1.085682025	1.341201717		1.133928268	1.257118433	1.256312973	1.721051907	1.18006632
SEC31A	1.011050785	0.680966973	0.876501008	0.760456274	0.563126478	0.665247472	0.951022349	0.883314195		1.076971126	2.190964463	2.373830888	0.853606487		10.45543892	7.979572295	0.797257434	0.683480282	0.943485234	0.938702713	0.973615033	0.984251969	0.98697197	1.142334933	0.867904878	0.616256856	0.940645283	0.962463908	0.48374613	0.679624847	0.802053256	1.084975263																
SEC61A1																	0.896860987			1.431967237																												
SEC61B	1.15893656	1.58285452	1.33874185	1.172704138	1.447596989	1.266640489	1.565949984	1.74219063	0.882846296	0.874125874	1.042633275	1.406232422	0.877039116	0.896860987	1.469637294	2.707898941	0.86918731	1.051956112	1.041948861	0.959692898	1.019503094	1.07026275	0.925925926	0.899118864	1.804695819	1.410934744	1.747426914	1.752019202	1.470891066	1.529847321	1.106219164	1.612877212	2.812385747	1.411352923	1.750547046	2.187417972	1.289474024				1.597546169	2.056301536	2.646342754	1.937909383	1.700217628	1.458299914	1.979453275	1.639747479
SELENBP1	1.101782684	1.048152108	1.412908331	1.036903392	1.140575991	1.330140995	1.910913225	1.47799997																																				0.904568069			6.04924082	
SELM									1.351460929	1.305091161		1.776293586	1.287830006	1.093218764	2.819363388																0.823113013	0.616598841	0.701016474	0.605656835	0.591121357	0.704523038	0.581327753	0.532169656	0.655007533	0.643335049	0.709320471	0.726902668	0.709773582	0.839137367	0.796749263	0.766694779	0.674263367	0.767754319
SEPHS1																	1.102292769			0.876347384		0.723170379	0.960245823	0.977899472																								
SEPT11	1.061255678		0.941796949	0.897504936	1.017635625	0.663790242						3.257859586					1.334258419	1.194129659	1.422373942	1.469702091	1.21618992	1.180456364	1.3865587	1.224035154	1.155895646	1.16855193	1.419970465	1.360414654	0.38860607	1.089740097	1.110962983		0.612070021	1.014538334	1.470415245		1.916259462			3.842311535						3.422196366		
SEPT15				0.435388366												2.829414594					0.951112802		0.542534722	0.678241997	0.677506775			0.739480884	0.463048713		0.575638959	0.631313131	0.451385754					0.511195174	0.403469841	0.641519117		0.737789582	0.543242069	0.444306216		0.595947557		0.664584303
SEPT2	1.25962035			1.50799994	1.248455037	1.159272441	2.060623545	0.987849452									1.247162705	1.253305594	1.440424061	1.556468684	1.188212928	1.218977034	1.371196643	1.253541254	1.176027848	1.008359299	1.355821899	1.553832528	0.719010641	0.908595312	1.099372258	1.495192955		0.822977533	1.710074046		3.750375038	3.401939105									3.892716727	
SEPT7	1.317349493	1.074160007	1.33931561	1.031704272		0.78131104	1.063626114	0.845308538	1.076739203	0.890154887	1.26918049	1.168374441		1.070709666	5.778008898	5.427113861	0.927729845	0.887311446	1.146000458	1.293543922	1.117418317	1.115461411	1.384159677	1.326541441	1.04242677	1.130339441	1.349254537	1.618175345	0.670241287	0.993739442	1.360507197	1.328127075	0.566123188	1.359841171	2.039567612	1.146144941	3.633852974	5.296890725	3.580251334								2.388458966	1.457003817
SEPT9		1.514279657	1.77402473	1.048514779	0.934841544		1.613033309	1.356281618	0.272094036	0.281944288	0.374125482	0.400192092	0.251155314	0.257798402	0.465073016	0.428853246	0.891901534	0.95520107	0.873286176	0.84366827	1.041243661	0.895415473	0.733299113	0.747216618	1.372514034	1.296983217	1.453129314	1.430185495	1.634120435	1.917288188	2.097843417	1.879169407	1.523090045	1.247349383	0.986874568	1.140380887	0.947149081	1.531604662	1.134352738	1.186507042	1.168811436	1.350220086	1.21422587	1.164998777	1.398601399	0.851426139	1.030810939	1.165895233
SERBP1	1.123040295	1.2318305	1.171714805	1.255035831	1.341111782	1.319261214	1.118893638	1.241403282	0.89301661	0.862589494	0.82822594	0.795481664	0.774653343	0.79541839	0.700035002	0.720772668	1.799499739	2.188662727	1.34276852	1.078574125	1.289457396	1.326928691	0.477737436	0.620462865	1.245392049	1.444481359	1.083118515	0.926698174	1.231102575	1.257655981	1.038162867	0.956663159	1.503578517	1.502448992	1.381864411	1.437277222	1.042883364	1.024212381	1.071639072	0.998203234	1.041764332	1.022568077	0.95757924	1.056937207	1.04309005	1.043122692	1.001532344	0.987654321
SERF2	1.540215014	1.589799844	1.27195716	1.570549064	1.231982259	0.998601957	1.203108833	1.200653155	0.625390869	0.605033882	1.055576081	0.772260406	0.665247472	0.677231478	0.938614605	0.792204706											4.338394794					2.251542306	2.476718843	2.467551695	1.813664146	2.615404734	1.557341307	1.712064922	1.609813423	1.674340728	1.042981258	1.313439109	1.232589671	1.237363426	0.948676596	0.855285665	1.070125312	1.095014399
SERPINB1																	1.075777787	0.990883868	1.52552974	1.679571373	0.844737287	1.558117794		1.284323547	0.773395205	0.67884054	1.403213359	1.180623605	0.297062056	0.758437619	0.655307995	1.371271855											4.481692287		1.678218403	3.478986919	4.099704821	2.558068147
SERPINB6																	1.069289991	1.23061777	1.293895401	1.653083828	1.710629854	0.966276935		0.916254352	1.234888057	0.943129303	1.265582484	1.429613004	0.688847558	1.035743508	1.416831964	1.7964287	0.305726253		1.275249949	0.877346903	3.474514437	5.55771689	3.058010458	4.434393153	0.860881543					2.322664561		
SERPINB9																				0.773634535	0.81559416	0.680318389		0.991669972				1.783707615		0.910746812	0.98000784	1.502674761																
SERPINE1																	0.586372698	0.500951808	0.399169727	0.396967171	1.093242667	1.149887886	0.742666172	0.725742071									0.915583227	2.514837541				10.0529792	6.942034016	8.300132802								
SERPINH1	0.645411127	0.704274949		0.61447708			1.155294716	1.041905437	0.961076406	1.540974512	1.936333359	2.164455315	1.112767899	1.180846667	5.876821815	6.895125147	0.814663951	0.940203084	0.987069391	1.140133852	0.956205775	1.030248084	1.307223718	1.322349021	1.087571236	0.912658574	1.129126959	0.939584704	0.39492911	0.729554242	1.033089868	1.120912871	0.71942446	1.326893477	1.553977405	1.33267588	3.728699802	4.100209111	2.367031979	3.778718259								0.736919676
SET	0.942862531	0.994035785	0.898795614	0.88542589	1.001622629	0.971722865	0.849040584	0.872828838	1.647717911	1.671486118	1.8830264	2.056851372	2.058078989		1.222942399	1.130543905		1.468946472	1.072685145			0.821152899			1.056859015	1.152153375	0.944019636	0.810110175	1.021899302	1.147552271	1.153748529		0.970402717	0.965623793		0.903342367		0.85302397	0.915918666	0.803212851	1.143680593				0.753920386	0.920810313	1.250578393	
SET																																		2.348354977					1.78272186	1.240263928								
SET	0.975229179	1.048009306	0.864229539	0.963948332	0.998003992	0.957854406	0.911493939	0.990687537	1.218962176	1.193146566	1.375080786	1.292624286	1.363140676	1.366437561	1.294632454	1.357036233	1.253588397	1.920122888	1.279115875	0.923872875	1.045773506	1.00742472	0.330392837	0.41042479	1.190929878	1.259414121	1.081186278	1.021262689	1.104020844	1.212459231	1.205225859	1.174687827	1.175391993	1.090893223	0.935278713	1.099239326	0.936680405	0.868809731	0.961076406	0.837942014	1.005368669	1.079925269	1.002868203	1.022829556	0.985415845	1.050144395	1.028531463	1.016270491
SETD3														1.347999569							1.250781739			1.061379581							1.5257625	0.856751199																0.566540139
SETD7	0.801603206	0.811688312	0.978665101	0.934230194	0.924299843	0.914160344	0.959969281	0.937119295			8.309098463	6.531678641			3.349410504	7.02938282	1.492670985	2.263160277	1.146039859			1.16829254		1.626968632	1.062281568	1.066029891	0.783514848	0.797193878	0.669344043	0.91759956	0.840548037	0.797638989	0.672856951	0.71772052	0.764409112	0.885504295	1.036838886	1.003613007	1.088802752	1.04245937	0.871231922	0.933096949	0.925668796	0.976944119	0.887547706	0.970308558	1.094966439	1.017873865
SEZ6L2																	1.521421616	1.534236487	1.762362976	1.215052065	0.913408842	0.976848686	0.538647994	0.511849312	2.135611319	1.569045863				1.763886194	1.709460152												2.82893434		1.309226116			
SF3A1	0.892458724	0.84366827	1.190873148	0.982414776	0.735997645	0.78015291	1.035539723	0.916674306	1.419527014	1.376993198	1.725893581	1.43307538	1.285115789	1.148263825	3.018139015	3.375869286	0.99631364	0.915248032	0.928246542	0.858369099	0.947867299	0.931185399	0.915331808	0.827609037	1.345677683	2.098503767	1.377581243	1.542400592	0.828363154	1.443043089	1.700188721	2.002362788	1.130058424	1.243734687	1.804826105	1.772735331	3.123243176	3.544590954	2.710982189	2.405754565	1.177010628	1.402977117	1.525972044	0.967398665	0.887232721	1.359600821	1.346058069	1.140966399
SF3A2	0.805607025	0.915750916	1.043307703	0.817728351	0.697934115	0.728491295	1.275119861	1.215716787									0.795481664	0.820075447	0.797638989	0.807102502	0.941974378	0.822909809	0.91424392	0.9948269		0.874737579	0.689227376	1.157809425	0.300652416				0.627864632		1.438973149													
SF3A3	0.545821735	0.665557404	1.234979561	0.718236012	0.690655432	0.66728947	1.126341755	0.958313368					0.920725532				0.937734434	0.817728351	0.822706705	0.897585495	0.845952119	0.912658574	0.916338312	0.893096365	0.828981182	0.792707095	1.150721502	0.952834683	0.29330674	0.486404981	0.696184907	0.755857899	0.481950937	0.888336146	1.40670718		3.210994445	3.804885473	2.869605142	2.704822699	0.537403267	0.827883103	1.325908247	0.587682181	0.824402308	1.02844684	1.603592046	1.109028602
SF3B1	0.874814102	0.897504936	0.920640766	0.946790381	1.064531925	0.949487277	0.801860316	0.797957229	0.748502994	0.87966221	0.963205548	0.942418245	0.693337031	0.748055057	1.683700099	1.763606222	0.965903603	0.955657492	0.86565097	0.757747973	0.887862914	0.845094228	0.813735861	0.812545706	0.982511299	0.947328534	0.815062352	0.888809884	1.011316633	1.196888091	1.275770565	1.011112122	1.417072894	1.407578402	1.279606905	1.265214201	1.254374632	1.316413038	1.216485816	1.26588688	1.128872031	1.170439383	1.093625258	1.087322902	1.031406323	0.923787529	0.934142924	0.970308558
SF3B2	1.074056173	0.928591327	0.856017805	0.995916741	1.169071056	1.008776354	1.275982187	1.293912143	1.219779952	1.267186213	1.183586029	1.097803296	1.189527401	1.170521584	1.339692407	1.383451157	1.131938785	1.345261317	0.912908527	0.713775874	0.91937115	0.904895485	0.425604358	0.501127537	0.904895485	0.857706493	0.719165768	0.667111408	0.819537781	0.866701335	0.732654407	0.701655908	1.070595037	1.07113401	1.184314933	1.142452388	1.167188011	1.249328486	1.203528746	1.29183945	0.929886554	0.931358853	0.871687587	0.874661069	0.946252839	0.984445757	1.117668097	0.971628449
SF3B3	1.869298639	1.3821318	2.147120711	1.422475107	1.312232633	1.469011209	1.573836541	1.449443414								7.295010213	1.335380917	1.222688202	1.183768171	1.187098612	1.078225241	1.156925355	0.9544717	0.962834585	1.035239554	1.057138327	1.18684501	1.415708704	0.326509289	0.730833881	1.035089535	1.10856142	0.782044264	1.644223022	2.505449352	1.80342651	5.166356685	7.866582756	5.721151096	6.467886941		2.210335529	3.03039486	2.070136215	2.630125457	4.211235577	5.808887598	1.78466261
SF3B4	0.479133726	0.663437935	0.509061291	0.627667587	0.466809822	0.53341868	0.495074014	0.429258242										0.817728351		0.840901446	0.914996798		0.606244316		2.559508574	2.440393391	2.131378149	2.024947351	1.176872109		1.742312048	1.853224611		1.030333004	0.952380952	0.975609756	1.00293861	1.120686757	0.955474871		0.707063565	0.792141952	0.879739597	0.746993352	0.674946004	0.836890116	0.883470271	0.761035008
SF3B5																							0.619271736													0.446229362												
SF3B6																							0.722752241														1.551782999		1.351113993									
SFN									8.431703204	9.053050878	12.48423865	11.73282022	7.759155804	6.435420555	16.66028023	16.45765446	1.663339987	1.854049244	1.432828978	1.311595819	1.265983036	1.380814957	0.574580556	0.595450756	0.819202097	0.737408746	0.902934537	0.865201592	0.516475571	0.710934167	0.956205775	0.807232806	0.589414122	0.654321795	0.868432479	0.853533629	1.003310926	1.002576622	1.006785736	1.034168942	0.717205766	0.981546918	0.862291972	0.865950814	0.81300813	1.020189551	1.168592897	1.067418129
SFPQ	0.612557427	0.499126529	0.542269942	0.51221636	0.507202272	0.507305195	0.467595623	0.689702738	0.499450604	0.537721138	0.671636779	0.641601437	0.519291686	0.588928151	2.493827776	2.640403454	0.803083842	0.747719456	0.734915852	0.683573723	0.651678071	0.661681996	0.832154448	0.757747973	2.611443345	2.497440124	2.142336861	2.348741075	1.669058985	2.128837229	2.205168916	2.182548343	1.460770995	1.247396061	1.394758498	1.03955507	1.226722932	1.446822055	1.526670941	1.322488924	1.033698573	1.362434944	1.1540015	0.915918666	1.049879789	1.011858987	1.223975227	1.096431117
SGPL1																													0.986096046	1.039749628	1.354242843	1.989812162																
