Symbol	COLO320DM	UO-31	OVCAR-4	ABC-1	RKO
MAL2	0	0	0	1.47496212	0
MAN2B1	0	-0.465876762	-0.695146274	0	0.838045868
MANF	-0.017431847	-0.18059242	-0.134108734	0.611551719	-0.298567988
MAP1B	-0.043588259	-0.483708362	-0.145742598	0.17793568	-0.574345978
MAP1S	0	0	1.028260913	1.082893364	0
MAP2	0	0	0	-0.016899697	0
MAP2K1	0	1.925466334	0.16011745	0	0
MAP4	0.008563669	-0.5476456	-0.25903037	-0.088984666	-0.106921417
MAP4K4	0	-0.433587913	0.9069964	0	-1.287579006
MAP7	-1.194825374	0	-0.257688678	0.101055047	-0.878387129
MAP7D1	0.214096691	-0.484998776	0.018809593	0.374486709	-0.345297954
MAP7D2	-0.541277725	0	0	0	0
MAP7D3	0.240336594	0	-0.646228371	-0.608228914	-0.266155692
MAPK1	0.789696649	0.293205991	0.335540446	0.651387914	2.615145558
MAPK14	0	1.158963935	0	0	0
MAPK1IP1L	-0.085891699	-0.578572546	-0.31946175	0.054175397	-0.048437762
MAPRE1	0.322459871	0.396631517	0.195576401	2.753919403	-0.126377962
MAPT	1.77736009	0	0	1.500633207	0
MARCKS	-0.296602805	-0.316829022	-0.200195435	0.215350431	-0.103204911
MARCKSL1	0.089394379	0	0.069426065	-1.852220763	-0.426123127
MARK2	0	0	0	0.667057838	-1.855915293
MARS	0.125182909	0.351038348	0.663725242	3.367929164	1.365921184
MAST2	0	0	0	0	0
MAST4	0	0	0	1.222867498	-0.358592047
MAT2A	-1.658968323	0.005342457	0.42986638	0	2.699281295
MAT2B	0	0.424321615	0.789738789	0	0
MATR3	0.009361126	0.009902634	0.160543235	0.670536676	0.458673407
MAVS	-0.242650217	-0.113091502	-0.134835093	0.371535695	0.104799638
MAX	0.142724697	0	1.53833256	-0.067357743	-0.267523311
MBD2	0	-0.928887943	1.025907543	0.573261115	-0.153529066
MBD3	-0.30362853	0	0	0.419478288	-0.052201959
MBNL1	0.16264648	0.151091485	-1.881209502	0.917181417	0.777103889
MBP	0	0	0	0	0
MCAM	0	-0.202991769	0.615687934	0	0
MCCC2	0	0.521336083	0	0	1.439585129
MCFD2	-1.219492786	0	0	0.632209955	0
MCM2	1.982931979	0.331692814	0.64566564	-1.00675645	-0.0940743
MCM3	0.062567899	-0.194984247	0.39446788	0.942686905	0.603663169
MCM4	0.050559355	0.495603249	-0.143796044	-0.774236994	0.423136214
MCM5	1.497598273	0.720675681	1.054586265	0	0
MCM6	0.227616458	0.035501868	0.402931593	3.914342982	0.815461925
MCM7	0.100870499	-0.168382205	0.267437051	0	-0.357524515
MCTS1	0	0.967520538	0	0	0
MDC1	-0.27212915	-0.362016852	-0.328420902	0.713882157	-0.07061318
MDH1	0.149075468	0.142538445	0.244107208	1.837867573	0.769533054
MDH2	0.132515162	0.38923317	0.389154966	1.358149336	0.911287445
ME1	0	0.669237098	0.787910887	0	0
ME2	0.068638486	0.318260134	0	0.230566511	-0.222424008
MEA1	2.906435776	0	-0.812686731	-0.55954249	-0.313538028
MEAF6	0	0	1.141997265	0.194053074	0
MECP2	0.182674904	-0.548058808	-0.475038757	0.463497536	-0.312936818
MED1	0	0	1.390745818	0.179223464	-1.578018945
MED10	-0.971939319	0	0.663517997	1.937195285	-1.088367954
MED21	0	0	0	0	1.063731262
MED22	-0.795655249	-2.233946041	0	-2.105839016	0.005413255
MED29	1.314895071	0	0	0	0.015797184
MED30	0	0	0	0	0
MED4	0.001886026	0	-0.704253255	1.015907948	0.157398166
MEF2D	-0.614807011	0	0.926156762	0.271369471	-1.123491913
METAP2	0	0	-0.79013205	0	0
METTL14	-1.119949542	0	0	3.146637994	-1.082612592
MEX3C	0	0	0	0	0
MFAP1	-0.241841005	-0.590155522	-0.754919782	0.036241721	-0.10052627
MFF	0	0	0	-0.386428319	-2.23236138
MFGE8	0	0	0	0	0
MGEA5	2.06656566	-0.102599272	0.345351205	0	0.103851169
MIA3	-0.206103586	-1.754992297	0	0.314478086	-0.053402352
MICAL2	0	0	0	0	0
MICAL3	0	-0.663481266	2.399092667	0.674582145	0
MIEN1	0	1.956170856	0.670920327	0.207025216	-0.605845677
MIER1	-0.557209891	1.150054855	-0.390673454	0	0.867842987
MIF	0.158237043	0.366327126	0.249932991	0.957295099	0.415373686
MINPP1	0	0	-0.803448576	0	0
MISP	0	0	-0.199136776	0.424178202	0
MKI67	-0.67280919	-0.949438899	-0.246561922	-0.004143353	-0.148216247
MKL2	-0.736154638	0.191111081	-0.286801827	0.241007801	-0.594924273
MLF2	0	0	0	0	0.460076977
MLLT11	-1.309151525	-1.17734331	0	0	0
MMP14	0	0.192610058	0	0	-2.290266286
MMP15	0	0	0	0	0
MNAT1	1.609482635	1.179769511	0	0	0.214504507
MOGS	0	0.865204254	0	0	0
MORC3	0	0	0	0	0
MORF4L2	0	0	-2.24164711	-0.725577315	0
MOV10	0	0	0	0	0
MPHOSPH10	0.275553075	-0.819468801	-0.220197714	-0.03263893	0.070830738
MPHOSPH6	-0.688768897	0	0	0	0.748490216
MPHOSPH8	-0.138221591	0	-0.332193097	0.546965939	-3.211196569
MPLKIP	0	0	0	-0.175146656	0
MPRIP	0	0.055476039	0.882058384	0.345044239	0
MPST	0.557674391	-0.358448319	1.660014526	0	0.838300559
MRC2	0	0.206110692	2.13858253	0	0
MRFAP1	-1.834038556	0	0.095938986	-0.508463808	2.241855788
MRGBP	2.578175482	0	0	0	1.418656813
MRI1	0	0	0	0	-0.378653688
MRPL12	0.056830795	-0.424385	-0.319566516	-0.071564935	0.009026604
MRPL13	0	0.487802339	0	0	0
MRPL15	0	0.695655564	0	0	0
MRPL17	0	0	0	0	1.114922506
MRPL19	0	1.107082239	0	0	0
MRPL23	0	-0.818509903	0	0	0
MRPL34	-2.966676789	0	0	-4.021531786	0
MRPL39	0	0	0	0	-1.166468729
MRPL4	0	-0.127186915	0	0	0
MRPL40	0	-1.195200694	-1.807065159	0.317870181	-0.028664003
MRPL41	0.125638478	0.98122458	-1.590253917	0	0
MRPL43	0	1.110938626	0	0	0
MRPL44	0	0.354184127	0	0	0
MRPL47	0	0.709787843	-1.113592587	0	0
MRPL49	0.630487439	-0.748653548	-0.207013654	0.029900306	-0.387886842
MRPL50	-0.047623297	0.51423654	-0.878799926	0	0.17677226
MRPL52	1.044769901	0	0	0.015022326	-0.992391219
MRPL54	0	0	-0.477314202	0.441577288	-0.142600456
MRPS23	1.49710181	-0.255440334	0.705944844	0	-0.838986172
MRPS27	-0.080609746	-0.756486851	0	0	0.748126346
MRPS31	1.083000386	0	0	0.108816053	0.508136372
MRPS34	0.427174592	-0.551451792	-0.066252789	-2.963713675	0.233889658
MRPS35	0	0.065343165	0	2.13939149	-0.923481663
MRPS36	-0.394636581	-0.581564324	-0.413423567	-0.000882958	-0.308087786
MRPS5	1.148154561	0	0	-1.173680614	0.299215213
MRPS9	0	0.918333821	0	0	0
MRRF	-0.600694219	-0.429266049	0	0.026480946	-0.424100202
MSH2	0.911120519	0.971625186	0.463271258	0	0
MSH6	-0.422915135	0	-0.851949189	0.253364432	0
MSLN	0	0	0	0.640818145	0
MSN	0.191051251	0.2581585	0.441966688	0.206337012	0.790336366
MSRB3	0.074308285	-2.121579524	0	0	0
MSX2	0	0	0	1.205659233	0
MTA2	0	0	1.040883203	0	0
MTAP	0	0.363742894	-0.711927182	0	0.861736218
MTCL1	0	0	0	-0.772301281	-1.760030444
MTDH	-0.320343755	-0.242778899	-0.043131596	0.32964046	-0.213721639
MTFR1L	0	0	0	0	0
MTHFD1	0.244249501	0.25162112	0.308277604	3.390644101	0.727627298
MTHFD1L	0.480413753	0.007622649	0.537834998	0	1.503289484
MTHFR	-2.918110988	0	0	0	0
MTMR2	0	0	1.100870071	0	0
MTPN	0.293067981	-0.250993872	0.043617696	0.660219767	0.384807496
MUC1	0	0	-0.129409932	0.125096254	0
MUC20	0	0	0	2.109613364	0
MVD	0	0.483235228	0.493868353	0	0
MVP	0	0.456414161	0.59932152	0	0
MXRA7	0	-1.841533177	2.264066175	0	-1.728649537
MYBBP1A	-0.753665105	1.746099513	0	0.88954696	0
MYCBP	-0.302918522	-0.202883038	-0.301980408	-0.040448036	-0.145863095
MYH10	0.005583588	0.107989515	-0.13130949	0.335952517	0
MYH14	0	0	0.358888775	0.958104749	0
MYH9	0.035228597	0.000581767	0.120197395	0.21009084	0.005534028
MYL6B	-0.147122943	-0.253697871	-0.108601329	0.085836635	0.037521073
MYL9	0	-0.359455079	-0.006655268	-0.20274884	0
MYLK	0	0.323645096	0	0	0
MYO18A	0	0	0	0	0
MYO1B	0	0	0	0	0
MYO1C	0	2.363499369	0	0	0
MYO1E	0	0	0	0	0
MYO6	0	1.377294924	2.077437951	0	0
MYO9B	0	0	0	0	-1.377646922
MYOF	-0.610789588	-0.071479122	0.140721128	0.226012128	0
MYRF	0	-0.265475133	0	0	0
MZT2A	-1.691016207	0	0	0	-2.945941393
NAA10	0.673780981	0.043377786	0.843687045	3.19453947	0.302449907
NAA15	0	-0.148386279	-0.283145008	0	1.254457898
NAA38	0	0	0	0	1.081716962
NAA50	0	-0.521742522	-1.010986934	0	0
NACA	0.116509072	-0.429787089	-0.138638797	0.246573571	0.182898046
NAE1	0	0.170611148	0	0	0
NAGK	0	0.512889097	-0.650134197	3.174787534	0
NANS	1.358056239	1.194051002	1.310861396	0	0
NAP1L1	0.391779973	-0.53775125	-0.11499683	0.891792128	0.426872963
NAP1L4	0.27541635	-0.28954773	0.076894713	0.883796928	0.251136243
NAPA	0	1.511397879	0.687637314	0	0
NAPG	0.22859607	-0.197161148	-1.58335275	0	0.1323004
NAPRT	0	0	0.464520757	0	0
NARS	1.155814674	0.309547174	0.325265124	1.02940539	1.152922529
NASP	-0.015408418	-0.628034967	-0.325144466	-0.172123127	0.034697877
NAT10	-0.300149521	1.327349404	0	0	-0.748984687
NAV3	0	0	0	0	-0.066531252
NBN	0.793816066	0	0.437367775	0.25950513	0
NCAPG	0	1.261126229	0	0	0
NCAPH	0	1.608965697	0	0	-0.713550616
NCBP2	0	0	0	0	-0.833139756
NCEH1	0	0.303065134	0	0	0
NCK1	0	0	0	0	0
NCKAP1	0	0.293307871	-0.145582391	0	0
NCL	0.168196661	-0.606872124	-0.171082216	-0.043708537	0.038472119
NCLN	0	0	0	0	0
NCOA1	-0.242251404	0	0	0	0
NCOA2	0	0	0	0.506611998	0.743548566
NCOA3	0	0	-0.389846095	-0.067250628	-0.006222162
NCOA5	0	0	0	0	0.025555813
NCOA6	-0.547997654	-1.268784676	-0.567799589	-0.008180025	0
NCOR1	-1.410093901	0	0	0.813068276	0
NCR3LG1	0	0	0	0	-2.678093126
NCS1	0	-0.47287316	-1.364316064	0	0.051847278
NCSTN	0.089941861	-0.52932565	-0.018644655	0	0.838069398
NDE1	0.21436803	-0.622418152	-0.254804073	0.517708593	-0.242298104
NDRG1	0	0	0.861935871	1.495019332	1.179849457
NDUFA13	0.446082097	-0.667738963	0	0	0
NDUFA2	-2.16176394	0	0.661832601	0.510798328	-1.187759131
NDUFA4	1.660984166	-0.886049539	0	1.926993388	-1.112043493
NDUFA5	0	0	0	0	0.454805391
NDUFA7	0	0	0	1.314000608	-0.284958391
NDUFA8	1.173712932	2.131015675	2.221234294	2.757161114	0.398252904
NDUFAB1	1.1447096	0	0	0	1.587649169
NDUFAF2	-0.07305075	0.830821936	-0.036283504	0.047714299	-0.2715988
NDUFAF3	0	0	0	0	0
NDUFB10	0	1.487347342	0	0	0
NDUFS1	0	1.091604047	0.083469145	0	0
NDUFS2	0	0	0	0	0
NDUFS3	-0.020507536	-1.666668608	1.180846884	0	0
NDUFS4	0.353733809	0	-0.486490912	0.193905301	-0.066797708
NDUFS5	0	0	0	0	0.317462208
NDUFS6	-1.451987011	0	0	0.312353163	0.205521837
NDUFS8	0.846596649	-0.26729478	-0.175833868	0	0.959725534
NDUFV2	0.019789093	0.42593148	0.069420727	0.552707235	0.18529546
NDUFV3	0.362159724	-0.631411705	-0.559032452	0.086635162	-0.065577181
NEBL	0.822377866	0	0	0.277427082	0
NEK9	0	0	0	0	0
NELFB	-0.966239238	1.815567309	0	0	1.056005448
NELFE	-0.018335885	-0.55971905	-0.647898478	0.199834025	-0.216924779
NENF	-0.378067598	-0.459632492	-0.29448942	-0.038714825	-0.355069952
NES	0.102147977	0	0.482585509	0	-1.602748816
NEXN	-0.767361762	-0.8982994	-0.446298793	0	0
NF2	0	0.580501715	0	0	0
NFATC2	0	0	0	2.62911992	0
NFATC2IP	0.838949627	-1.160481087	-0.358860009	-0.030678927	0.062771264
NFKB1	0	0	0	0	0
NFU1	-0.368462643	-1.532649093	-0.188565212	2.314903787	0.065383969
NFYB	1.205073945	0	-1.10477632	2.627142518	-1.833749881
NGLY1	0	0	1.103023392	0.88596442	0
NGRN	0	0	1.467416284	0	0
NHLRC2	0	1.230672147	0	0	0
NHP2	0.591970638	-0.275170201	-1.464785415	0.328954725	1.583364442
NHSL1	0	0	0	-0.148976984	-1.262712835
NID2	0	0	-1.198305936	0	0
NIF3L1	0	0	0.927676437	0	-0.765673257
NIFK	-0.332861492	-0.795261164	0	-0.029264533	0
NIN	-0.027642503	0.103895958	-0.235915576	-1.141349693	-0.223585775
NIPBL	0	0	0	1.675401189	0
NIPSNAP1	0.827036322	0.031513147	-0.248003409	-2.075282315	1.403299008
NIT2	0	0.402785644	0.740756842	0	1.036036973
NKTR	0	0	0	0	0
NLE1	0	1.23145243	0	0	0
NLN	0	0.700225008	0	0	0
NMD3	0	0	1.230785374	0	2.268869729
NME1	0.2504773	0.357459336	0.1572218	0	0.71399106
NME1-NME2	-0.547999056	1.335619212	0.289229738	3.023726512	0.948161836
NME2P1	0.583669243	0.232138744	0.364130392	0	0.828758943
NME3	0	1.220214023	0	0	0
NMI	0	0	0.987154957	0	0
NMT1	0.156904613	0.254747218	0.421896096	1.078739983	0.394603294
NMT2	0	0	0	0	0
NNMT	0	0.410792459	0.257345417	0	0
NNT	0	0	0	0	0
NOC3L	0	-0.238650741	-0.702925749	0	1.400163995
NOL3	0	-0.424269468	-0.108748793	0.186677363	-0.004837198
NOL6	0	0.379160246	0	0	0
NOL7	0.391179355	-0.896260873	-0.611647041	0.178924535	0.015933272
NOL8	0	0	0	1.010888316	0.633228763
NOLC1	-0.05168655	-0.662626641	-0.65467697	-0.252426275	-0.482525274
NOM1	0	0	0	0	1.203863055
NONO	-0.080400946	0.049711406	0.294502145	0.518701031	0.242763987
NOP14	-0.457659658	1.338190465	-0.986160857	0.071945999	-0.008144523
NOP16	0.174498446	-0.323619143	-0.465627516	-0.051017776	-0.070194823
NOP2	0.015390025	-0.2640405	0.245106334	0.457594957	-0.159351527
NOP56	0	0.219271111	0.132387247	0	0
NOP58	0	0	-1.586544668	0	0
NOSIP	0	0	1.414353178	0	0
NOTCH2	0	0.107711765	-0.624003629	0	0.067969028
NPC1	0	-0.42426974	0	0.765521288	-0.900176619
NPEPPS	0.193065428	0.301049669	0.47259438	2.809290868	0.997790623
NPLOC4	0	0.445836115	1.639668815	0	0.359713808
NPM1	-0.022941598	-0.600619303	-0.087660241	1.282748013	-0.291778097
NQO1	0	0.804688466	0.563638946	0	0.765196427
NR3C1	-0.739778162	-0.136389975	-0.245989444	0.004483913	0
NRBF2	1.651674	0	0.916830934	-1.668187479	-1.452445804
NRBP1	0	1.626904008	2.170451597	0	0
NRCAM	0	0	0.103134704	0	0
NRF1	0.852375664	0	1.145684351	0	-1.380467476
NRGN	-0.393570215	0	-1.054515352	0	-0.093355409
NSDHL	2.480229933	-0.277552272	0.477928037	0	0
NSF	0	0.027175985	0.051603549	0	0
NSFL1C	0.086526306	-0.35127632	-0.162584769	0.53796029	0.12178158
NSRP1	0.083600338	0	-0.548755956	0.146059807	-0.045523773
NSUN2	0	0.325303654	0.621268926	0	-0.238279527
NT5C2	0	0.987730813	0	0	0
NT5DC1	0	0	1.519670777	0	0
NT5E	0	-1.284844388	0.993510637	0	0
NTMT1	0	0.6814754	0	0	0.666306513
NUBP1	0	0	0	0	0
NUCB1	-0.218443904	-0.409400409	-0.315853682	-0.237616859	-0.043732
NUCKS1	-0.089831545	0.289902515	-0.396663898	0.015827201	-0.245590823
NUDC	0.197422916	0.053684255	0.103122681	0.592265573	0.154248682
NUDCD1	0	1.036810431	0	0	-1.20542895
NUDCD2	0.108345952	-0.138458921	1.549972385	0	-0.461440614
NUDCD3	0	-0.011032507	0.176320753	0	0
NUDT21	-0.984388087	0.198581494	-0.268895205	0	0
NUDT5	0.278912626	0.170145082	0.090660731	0	0.480225008
NUDT9	1.433496064	-0.023659139	0	0.861365945	0.035081835
NUFIP2	-0.097232221	-0.844000071	-0.477879888	-0.299138694	-0.013540909
NUMA1	-1.165010389	1.157777228	-0.621626156	-0.082505302	-1.481049713
NUMB	0	0	0.247080975	0.097597074	-0.187560043
NUP153	-0.111360794	-0.260120161	-0.199575285	-0.078730983	0.093178378
NUP155	0	2.266518459	1.690058396	0	0
NUP214	-0.355816453	-0.347037464	-1.224828186	0.222605626	0.115775441
NUP35	-1.008721553	1.270699167	0.833353279	0.747744589	0.098633351
NUP43	0	1.214991465	0.989941837	0	1.325610426
NUP50	0.251754794	1.703131137	0.055345991	0.329201806	-0.070518464
NUP54	0	2.191902234	-2.20322945	0	0
NUP62	-0.207840026	-0.563301222	-0.311753142	-0.186292414	-0.000856274
NUP93	0.868001465	-0.128142507	0.327301864	0.458835838	2.199237952
NUP98	-0.082784074	-0.383489409	-0.561042076	0.086870162	-0.098103947
NUPL2	0	0	0	1.157963276	-1.574121417
NUSAP1	-0.064617201	0	-0.159968171	-0.97136547	-0.190642762
NUTF2	1.648474027	0.264396908	0.418496848	0	-0.153101847
NXN	0	0	1.425372875	0	0
OAT	0.063414478	0.309850517	0.255624244	0.384588323	-0.202296595
OCIAD1	-0.730951557	0.794842269	-2.297331982	0	-0.283065146
OCLN	0	0	-0.157421334	0.294709976	0.073937785
OFD1	0	0	0	0	0
OGDH	0	0.416374701	0.419274136	0	0.809005414
OGFR	-1.993367462	0	1.188085085	0	-0.184527682
OGT	0	1.625304016	0	0	0
OLA1	0.21450575	0.217118423	0.443106032	0	1.33201437
OPA1	0	0.910380087	0	0	0
OPLAH	0	0	0	0	1.172381015
OPTN	0.992479754	-0.49005697	-0.14173644	-0.135865585	0.060597586
ORC2	-1.179245672	0	-0.717814494	1.321891162	0
OSBP	0	0.214997696	-0.144288911	0	1.485504808
OSBPL11	0	0	2.010725409	0	0
OSGEP	0	1.619763952	0	2.155752204	0
OSTF1	0	0.20484487	0.203920073	1.461123364	-0.563898368
OTUB1	-0.888521798	0.27441734	0.744605054	0	1.876363243
OTUD4	0	0	0	-0.928890571	-1.159080362
OTUD5	-0.078871401	0	0	-0.148567556	-0.945762396
OTUD6B	0	0	0	0	-1.067194227
OXCT1	0.573039334	0.83824107	0	0	1.110920777
OXR1	-0.471003844	0	0.292812074	1.083645783	0.703985817
OXSR1	-0.039970837	-0.040780127	-0.153114351	0.507485849	-0.541882806
P4HA1	0	0.325979883	0.27758004	0	0
P4HA2	0	1.568639892	0	0	0
P4HB	0.150979587	-0.281098508	-0.141537422	0.765347144	0.346859074
PA2G4	0.147929814	0.187365949	0.218630139	0.974364505	0.781907719
PABPC1	0.09457533	0.054619531	0.158713472	0.283765375	1.303438232
PABPC4	1.085503533	-0.004690193	0.126888246	0.486761158	0.225965571
PABPN1	0.138241365	-0.606911662	-0.161497848	0.575536252	0.016203273
PACS1	0	1.096290399	0	0	0
PACSIN1	0	0	0.057605072	0.654726015	0
PACSIN2	-1.164007118	-0.200792702	0.053417915	0	-0.432647804
PACSIN3	-0.669681685	0	0.163336426	0	0.957545172
PAF1	0.024346167	-0.263050806	-0.331699737	-0.047630236	-0.00645722
PAFAH1B1	0	1.619063323	0	0	0
PAFAH1B2	0.008611039	0.250350498	0.439929114	1.765295869	0.501155073
PAFAH1B3	0.93234194	0.232674292	0.381245828	2.082316025	0.801321483
PAG1	0	0	0	0	0
PAGR1	0	0	0	0	0
PAICS	0.055231236	0.197914951	0.170193841	0	0.651859137
PAIP1	0	1.872479334	0.615498917	0	0.547938853
PAIP2	0	0	-1.426070211	-1.661663447	0
PAIP2B	-2.299764006	0	0	0.347082764	0
PAK1	0	0	0	0	0.097873741
PAK2	-0.070143694	-0.060820559	0.367981028	0.767836622	0.179924862
PALLD	-0.291675544	-0.287124486	0.054211316	0.127625192	0
PALM	0	0	0.059623068	0	0
PALM3	0	0	-0.277746514	0	-0.278253414
PALMD	0	-0.885028689	-0.544336861	0	0
PAPOLA	0	-0.453614316	0.054344252	0.034457811	-0.641616103
PAPSS1	0	0.087990138	0.271062421	0	0
PAPSS2	0	0.280297981	0	0	0
PARD6B	0	0	0	3.091421919	0
PARK7	0.176269283	-0.158497761	0.112399008	0.580574638	0.079397551
PARN	0	1.413379073	0	0	0
PARP1	0.327978591	-0.192003965	0.321124468	0.880810503	1.220500715
PARP4	0	0.2839058	0	0	0
PARVA	0	0.114585859	0	0	0
PATL1	0.241983511	0	-0.593242756	-1.747683057	0.289817412
PAWR	-0.197527394	-0.694476416	-0.534308619	-0.281912877	-0.12777485
PAX8	0	1.114846521	-0.282352795	0	0
PBDC1	0.198481156	-0.433536281	-0.087963244	0	0.358799404
PBXIP1	-1.355658203	0.207360374	-0.034578731	0.648290409	0
PCBD1	-4.453260291	0.500043702	-0.554215595	0	0.703943453
PCBP1	-0.126585309	0.079014006	0.466554077	2.179150348	0.41678055
PCBP2	-1.552037063	0.270174832	0.611869914	0	0.956017773
PCDH1	0	0	2.080821453	0.311727949	0
PCDH7	0	0	0	-0.051119453	0
PCK2	0.499693714	0	0.881784544	0	0.594564365
PCM1	0	0	-0.443236156	0.090867787	-0.427514981
PCMT1	-0.321739037	0.088717115	1.69651608	3.505157677	0.631148288
PCNA	0.019882222	0.145050697	0.267198435	0	0.928753241
PCNP	-0.158646479	-0.48869784	-0.169295178	-0.199561318	-0.07450433
PCP4	0.23844372	0	0	0	0
PCYT1A	0	0	0	2.888728198	0
PDAP1	-0.186387199	-0.553521063	-0.46854518	0.02558341	-0.21849832
PDCD11	0	0.792156196	0	0	0
PDCD2L	0	0	0	0	0
PDCD4	-0.745426146	0.476770836	0	0	0
PDCD5	-0.15012957	-0.669379815	-0.444265225	-0.166743742	-0.181080701
PDCD6	-1.521126772	-0.376803036	0	0.456915053	0
PDCD6IP	0.685279629	0.259260189	0.435260825	3.240972946	0.774119782
PDCL3	0	1.371571417	0	0	0
PDE12	0	0	0	0	0
PDE4DIP	0	0	0	0	0
PDHA1	0.382784684	0.595432288	0.304908331	0	0
PDHB	0.232962085	0.196794402	0.314879098	0	1.114300252
PDHX	-0.51221138	0	0.934053102	0	-0.480086504
PDIA3	0.306336248	0.09408798	0.168664312	0.782069776	0.229725211
PDIA4	0.226864043	0.169290201	0.347225923	1.615925792	0.548742496
PDIA6	0.319766229	0.321032584	0.38819173	1.546827082	0.769843047
PDLIM1	-0.102804265	-0.345329218	-0.175194915	-0.01215093	0
PDLIM2	0	-0.291774385	-0.605026546	-0.08054778	-0.335060342
PDLIM4	0	0	0	0	0
PDLIM5	-0.416306375	0.201562772	-0.046335822	0.374519976	-0.099518267
PDLIM7	-0.438482978	0.249476847	-0.090104178	0.593026055	0.047933935
PDP1	0	1.766315167	0	0	0
PDRG1	0	-2.314976292	0.247270312	1.210351765	0.117353425
PDS5A	-0.394755256	0.353453982	-0.505970161	0.998696607	-0.288123628
PDS5B	-1.269815467	0.821729407	-1.48723996	0.368030828	-0.979785312
PDXDC1	0.946586577	0.968740473	0.132992898	0	0
PDXK	0	0.798462085	0.457964901	0	0
PEA15	-0.055154813	-0.366546654	-0.415964209	-0.108304013	0.087557812
PEBP1	0.086872834	0.14429522	0.189129958	0.607841835	0.255790573
PEF1	0	-0.915859912	2.130326637	0	0
PEG10	0	0	0	0	0
PELP1	-0.630914544	1.14063842	-1.087506972	-2.292217278	-0.548327919
PEPD	0.273511132	0.709394586	0.797409784	0	1.823174652
PES1	-0.522756785	1.04489581	1.447820108	-1.17276999	1.632939741
PEX14	0	-0.074905148	-0.984415241	0	-1.331117348
PEX5	0	0	0	0	0
PFAS	-0.209640717	0.185078837	0	0	1.190273359
PFDN1	-0.056757788	-0.40224406	-0.308551532	0.066867877	-0.076540684
PFDN2	-0.161887951	-0.626933334	-0.253442358	-0.130658547	-0.029113819
PFDN4	-0.072647602	-0.686483676	-0.482273437	-0.080290284	-0.193817598
PFDN5	0.148483118	-0.516048835	0.029188138	0.560487007	0.27531081
PFDN6	-0.092778217	-0.578047826	-0.389884887	-0.037952772	-0.073411437
PFKL	0	0.984744694	0.991380111	0	0
PFKM	0.233992381	1.893792351	0	0	-0.942023995
PFKP	0	0.385984229	0.51307039	0	-0.036253517
PFN1	-0.041964602	0.221621911	0.327830831	1.292071438	0.613019984
PFN2	-1.02972828	0.70552709	0	0	0
PGAM1	-0.313966601	0.290755205	0.206727852	1.116155474	0.508651398
PGAM5	-0.287357487	0.985878228	0	0	-0.628829263
PGD	0.21764837	0.237501796	0.484143854	1.392801372	1.126261948
PGK1	0.11580363	0.495162013	0.403603786	0.884912542	1.118869941
PGLS	1.08346758	0.465991794	0.281360181	0	0
PGM1	-0.352560132	0.439297404	0.339435877	0	0
PGM2	-0.593614093	0.238163529	2.39935362	0	1.27975652
PGM3	0	1.354153483	1.548602355	0	0
PGP	0	1.362104658	0.004141141	0	0
PGRMC1	0.130633226	0.007254727	-0.035131204	0.432457143	0.182559146
PGRMC2	0.191876652	-0.035447687	-0.143404618	0.10127928	0.116274818
PHACTR2	0	0	0	-0.579225963	-0.033533669
PHACTR4	-1.845396349	-0.022641236	-0.384382133	0.467260232	0.578624908
PHAX	-0.12410466	-2.712694661	-0.430476807	-0.034636084	0.056974021
PHB	0.124022593	0.24434363	0.225519232	0	0.742483402
PHB2	0.2357675	0.43524664	-3.446139507	0	-0.97922821
PHC2	0	0	0	0	1.4124286
PHC3	0	0	0	0	0
PHF10	-0.148107569	0	0	0	-0.691325709
PHF23	-0.073228917	0.324100734	0	-0.790479553	-1.157481357
PHF3	-0.17030603	0	0	0.352028833	-0.209749874
PHF8	0	0	0	0	0
PHGDH	0.337924481	0.447963677	0.491719307	1.634195274	0.844350999
PHIP	0	0	0	0.826147378	0
PHLDB1	0	-0.387044157	-0.189331842	0	-0.776304988
PHLDB2	0	-0.221988761	0.111223795	0	0
PHPT1	1.962805348	0.060931928	0	0	1.467641192
PHRF1	0.259171757	0	-0.622543855	-1.624883845	-0.185040803
PICALM	-0.46132985	-0.043372966	-0.38698585	1.861539105	0
PIH1D1	-0.572075081	-0.096913914	0.928334811	0	0.27416349
PIK3C2A	0	-0.903772749	-0.31600335	0	0
PIN1	-0.06186141	-0.352393114	-0.038262651	0.196775402	0.063364221
PIN4	-0.457715352	0.804445926	0.372516872	-0.148041061	0
PIP4K2C	0	0.083182049	0.140174096	0	0
PIR	0.223968588	0.757574851	-0.006846302	0.54377954	0
PITPNB	-1.381704032	0	0	0	0
PITRM1	0.397644051	1.597873577	0	0	0
PJA2	-1.418305104	-0.550959173	-0.283621196	-1.37843938	0.0802365
PKIA	0.400614061	0.628490956	0	0	0
PKIB	0	0	0	0	0
PKM	0.18249428	0.492178099	0.382410333	1.663019136	1.163625907
PKN1	0	0	0	0	0
PKN2	0	0	0	-1.48723996	0
PKP2	0.09990348	0	-0.267253647	-0.263777428	0
PKP3	0	0	1.083964169	0.379603752	0
PKP4	0	0	0.07578477	0	1.176358007
PLAA	0	0.883480982	0.764017716	0	0
PLBD2	0	0.401553441	1.399298798	0	-0.845441894
PLCB3	0	-0.169021926	1.95552488	1.514372385	0.007853535
PLCB4	0	-0.000289623	0	0	0
